p_D*,p_C*,p_L*,p_U*,stability,inv_fit_D,inv_fit_C,inv_fit_L,inv_fit_U
1.0,0.0,0.0,0.0,na,,,,
0.8732784854505898,0.12672151454887812,0.0,0.0,unstable,,,,
0.5129192170251979,0.0,0.0,0.4870807829748107,unstable,,,,
0.38619770246830837,0.12672151454975547,0.0,0.48708078294970936,unstable,,,,
0.24824622055223755,0.7517537794506953,0.0,0.0,stable,,,-1.592720931715451,-0.9759771428549691
0.0,0.37829537990724255,0.3957144548312297,0.22599016524203625,unstable,,,,
0.012999120066930603,0.11380482400868301,0.453294044190541,0.4199020117338497,unstable,,,,
0.0,1.0,0.0,0.0,na,,,,
0.3367328051441475,0.0,0.0,0.6632671948559671,stable,,-0.08370323809552893,-0.10000000000029585,
0.0,0.11502313837298965,0.46838290214754663,0.4165939594792105,unstable,,,,
0.0,0.0,1.0,0.0,na,,,,
0.0,0.0,0.5669873566263232,0.4330126433739248,unstable,,,,
0.0,0.6900274670844699,0.3099725329158062,0.0,unstable,,,,
0.21001129059410328,0.12672151454986152,0.0,0.6632671948561065,unstable,,,,
0.0,0.0,0.2862222334823706,0.7137777664548502,stable,0.10000000010887722,0.040407581491670674,,
0.0,0.0,0.0,1.0,na,,,,
