p_D*,p_C*,p_L*,p_U*,stability,inv_fit_D,inv_fit_C,inv_fit_L,inv_fit_U
1.0,0.0,0.0,0.0,na,,-0.019816875837842224,-0.02,-0.23351182225456754
0.7957568309024209,0.20424316909759266,0.0,0.0,unstable,,,,
0.5991440453582346,0.3008087823559524,0.10004717227005762,0.0,unstable,,,,
0.5436079442390737,0.347153804806668,0.10923825094140122,0.0,unstable,,,,
0.0,0.0,1.0,0.0,na,0.02,-0.14798510715852362,,-0.21351182225456755
0.0,0.0,0.4743775513282518,0.5256224486717269,unstable,,,,
0.34057128512826024,0.6594287148717397,0.0,0.0,stable,,,-0.06238472793874861,-0.12154903804165093
0.0,0.8330474042790044,0.0,0.16695259571624546,stable,0.09877980025671873,,0.017659669436959735,
0.0,0.7806248163588304,0.21937518362901026,0.0,unstable,,,,
0.0,0.0,0.3670484299639412,0.6329515700327754,stable,0.020000000000711615,-0.001045231409155578,,
0.0,1.0,0.0,0.0,na,0.17300043358647565,,-0.0581921019990958,0.15359362884953354
0.0,0.0,0.0,1.0,na,0.201021153481598,0.18129946240127348,0.18102115348159786,
